"Edad","Abandono","Viajes","Departamento","DistanciaDesdeCasa","Educacion","CampoDeEducacion","SatisfaccionEnAmbiente","Genero","Implicacion","NivelCargo","Puesto","SatisfaccionEnTrabajo","EstadoCivil","SueldoMensual","NumEmpresasTrabajadas","HorasExtra","PorcentajeAumentoSalarial","Rendimiento","RelacionSatisfaccion","NivelAcciones","AnosTotalesTrabajados","CursosUltimoAno","EquilibrioVidaTrabajo","AnosEnEmpresa","AnosEnPuestoActual","AnosDesdeUltimaPromocion","AnosConJefeActual","BeneficioNeto"
51,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Ciencias de la Salud",1,"Hombre",3,5,"Director de Investigacion",3,"Soltero",19537,7,"No",13,3,3,0,23,5,3,20,18,15,15,27666.8973567819
31,"Si","Viaja_Raramente","Ventas",6,4,"Ciencias de la Salud",2,"Hombre",1,2,"Ejecutivo de Ventas",3,"Casado",6172,4,"Si",18,3,2,0,12,3,2,7,7,7,7,11388.9213894749
26,"No","Viaja_Raramente","Investigacion & Desarrollo",6,3,"Otro",3,"Mujer",2,1,"Investigador Cientifico",2,"Casado",2368,1,"No",19,3,3,0,5,3,2,5,4,4,3,80886.7544109765
58,"Si","Viaja_Raramente","Investigacion & Desarrollo",23,4,"Medicina",4,"Mujer",3,3,"Representante de Salud",4,"Casado",10312,1,"No",12,3,4,1,40,3,2,40,10,15,6,73353.4903938378
19,"Si","Viaja_Raramente","Ventas",22,1,"Marketing",4,"Hombre",3,1,"Representante de Ventas",3,"Soltero",1675,1,"Si",19,3,4,0,0,2,2,0,0,0,0,68979.1753799787
22,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Tecnico",3,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",2523,0,"No",14,3,3,1,3,2,3,2,1,2,1,33429.7617738299
49,"No","Viaja_Raramente","Investigacion & Desarrollo",20,4,"Medicina",3,"Mujer",3,2,"Manufacturing Director",1,"Casado",6567,1,"No",14,3,3,0,16,2,2,15,11,5,11,68445.2716510272
43,"No","Viaja_frecuentemente","Investigacion & Desarrollo",28,3,"Medicina",2,"Mujer",4,1,"Investigador Cientifico",3,"Soltero",4739,4,"No",12,3,4,0,18,2,3,3,2,1,2,64917.0007296161
50,"No","Viaja_frecuentemente","Ventas",12,3,"Marketing",3,"Mujer",3,3,"Ejecutivo de Ventas",4,"Soltero",9208,4,"No",11,3,4,0,16,3,3,2,2,2,1,19529.5986835261
31,"Si","Viaja_Raramente","Ventas",20,3,"Ciencias de la Salud",2,"Mujer",1,2,"Ejecutivo de Ventas",3,"Casado",4559,3,"Si",11,3,3,1,4,2,3,2,2,2,2,72036.7930749446
41,"No","Viaja_Raramente","Ventas",9,1,"Ciencias de la Salud",3,"Hombre",3,3,"Ejecutivo de Ventas",3,"Divorciado",8189,3,"Si",13,3,3,1,12,2,3,9,7,0,7,58964.9849227417
26,"No","Viaja_Raramente","Recursos Humanos",25,1,"Ciencias de la Salud",3,"Mujer",3,1,"Recursos Humanos",3,"Casado",2942,1,"No",23,4,4,1,8,3,3,8,7,5,7,18075.3773831847
36,"No","Viaja_Raramente","Investigacion & Desarrollo",6,2,"Medicina",2,"Hombre",3,2,"Manufacturing Director",2,"Divorciado",4941,6,"No",20,4,4,2,7,0,3,3,2,0,1,62933.5149270433
51,"Si","Viaja_frecuentemente","Investigacion & Desarrollo",8,4,"Ciencias de la Salud",1,"Hombre",1,3,"Manufacturing Director",4,"Soltero",10650,2,"No",15,3,4,0,18,2,3,4,2,0,3,27278.9430339089
39,"No","Viaja_Raramente","Ventas",4,4,"Ciencias de la Salud",4,"Mujer",2,2,"Ejecutivo de Ventas",3,"Casado",5902,4,"No",14,3,3,1,17,1,4,15,11,5,9,68584.8954904084
25,"No","Viaja_Raramente","Ventas",28,3,"Ciencias de la Salud",1,"Hombre",2,2,"Ejecutivo de Ventas",3,"Casado",8639,2,"No",18,3,4,0,6,3,3,2,2,2,2,85792.2688222594
30,"No","Viaja_Raramente","Recursos Humanos",9,3,"Recursos Humanos",3,"Hombre",3,2,"Recursos Humanos",4,"Casado",6347,0,"Si",19,3,4,0,12,2,1,11,9,4,7,17779.7169506385
32,"Si","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",1,"Mujer",3,1,"Tecnico de Laboratorio",1,"Soltero",4200,7,"No",22,4,1,0,10,2,4,5,4,0,4,54617.0202875146
45,"No","Viaja_Raramente","Investigacion & Desarrollo",29,3,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",4,"Soltero",3452,5,"No",13,3,2,0,9,2,2,6,5,0,3,83516.8562663793
38,"No","Viaja_Raramente","Investigacion & Desarrollo",3,5,"Tecnico",4,"Mujer",3,2,"Investigador Cientifico",3,"Soltero",4317,3,"Si",20,4,2,0,19,2,3,3,2,2,2,40274.220231099
30,"No","Viaja_Raramente","Investigacion & Desarrollo",18,3,"Ciencias de la Salud",1,"Mujer",3,1,"Investigador Cientifico",3,"Soltero",2632,1,"No",14,3,3,0,5,4,2,5,4,0,4,85266.5227943599
32,"No","Viaja_frecuentemente","Ventas",9,2,"Medicina",4,"Hombre",1,2,"Ejecutivo de Ventas",4,"Divorciado",4668,0,"No",17,3,4,3,9,2,4,8,7,0,7,67539.4028071772
30,"No","Viaja_Raramente","Investigacion & Desarrollo",5,3,"Tecnico",4,"Mujer",3,1,"Investigador Cientifico",1,"Divorciado",3204,5,"No",14,3,4,1,8,3,3,3,2,2,2,48345.8589313252
30,"No","Viaja_Raramente","Investigacion & Desarrollo",2,1,"Medicina",2,"Hombre",2,1,"Tecnico de Laboratorio",4,"Soltero",2720,0,"No",13,3,4,0,6,3,3,5,3,1,2,63489.204394589
41,"No","Viaja_frecuentemente","Investigacion & Desarrollo",10,3,"Ciencias de la Salud",4,"Hombre",2,4,"Manager",1,"Divorciado",17181,4,"No",13,3,2,1,21,2,2,7,6,7,7,15875.1341330671
41,"No","Viaja_Raramente","Investigacion & Desarrollo",9,4,"Ciencias de la Salud",3,"Hombre",3,1,"Tecnico de Laboratorio",1,"Casado",2238,2,"No",21,4,4,1,7,2,3,5,0,1,4,13165.0116154498
19,"No","Viaja_Raramente","Investigacion & Desarrollo",3,1,"Medicina",2,"Mujer",3,1,"Tecnico de Laboratorio",2,"Soltero",1483,1,"No",14,3,4,0,1,3,3,1,0,0,0,32826.1062680725
40,"No","Viaja_frecuentemente","Investigacion & Desarrollo",26,3,"Medicina",2,"Mujer",3,2,"Investigador Cientifico",2,"Divorciado",5605,1,"No",11,3,1,1,20,2,3,20,7,2,13,32873.557723938
35,"No","Viaja_Raramente","Ventas",1,5,"Marketing",3,"Hombre",3,3,"Ejecutivo de Ventas",2,"Casado",7295,1,"No",13,3,1,2,10,3,3,10,8,0,6,55130.661366514
53,"No","Viaja_Raramente","Ventas",6,2,"Marketing",2,"Hombre",3,2,"Representante de Ventas",3,"Casado",2306,2,"Si",20,4,4,1,13,3,1,7,7,4,5,14609.141725613
45,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Ciencias de la Salud",2,"Hombre",3,2,"Tecnico de Laboratorio",2,"Divorciado",2348,8,"No",18,3,3,1,20,2,1,17,9,0,15,14538.7014567149
32,"No","Viaja_frecuentemente","Ventas",8,3,"Marketing",2,"Mujer",3,3,"Ejecutivo de Ventas",4,"Soltero",8998,1,"No",14,3,4,0,9,2,3,9,8,3,7,3233.75569000973
29,"No","No_Viaja","Investigacion & Desarrollo",1,1,"Tecnico",4,"Hombre",3,2,"Manufacturing Director",3,"Casado",4319,1,"No",13,3,1,1,10,1,3,10,7,0,9,44674.2281019809
51,"No","Viaja_Raramente","Investigacion & Desarrollo",7,4,"Medicina",2,"Hombre",2,2,"Manufacturing Director",3,"Casado",6132,2,"No",17,3,3,0,10,2,3,1,0,0,0,33813.1195898554
58,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",2,"Mujer",2,1,"Investigador Cientifico",2,"Casado",3346,4,"Si",20,4,2,1,9,3,2,1,0,0,0,5647.21182222891
40,"No","Viaja_Raramente","Ventas",4,4,"Marketing",3,"Hombre",2,3,"Ejecutivo de Ventas",4,"Casado",10855,7,"No",11,3,1,1,15,2,2,12,11,2,11,1113.26557697514
34,"No","Viaja_frecuentemente","Ventas",2,4,"Marketing",3,"Mujer",3,1,"Representante de Ventas",3,"Casado",2231,6,"No",18,3,4,1,6,0,3,4,3,1,2,41249.4041264385
22,"No","Viaja_Raramente","Investigacion & Desarrollo",19,1,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2323,1,"No",24,4,1,2,2,6,3,2,2,2,2,13699.3942833348
27,"No","No_Viaja","Investigacion & Desarrollo",9,3,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",2,"Divorciado",2024,6,"No",18,3,4,1,6,1,1,2,2,2,2,38904.0931867612
28,"No","Viaja_Raramente","Investigacion & Desarrollo",21,3,"Medicina",3,"Hombre",3,1,"Investigador Cientifico",4,"Casado",2713,1,"No",11,3,3,1,5,2,1,5,2,0,2,81121.9303207053
57,"No","Viaja_Raramente","Investigacion & Desarrollo",24,2,"Ciencias de la Salud",3,"Hombre",4,3,"Representante de Salud",4,"Divorciado",9439,3,"Si",16,3,2,1,12,2,1,5,3,1,4,45679.1965546358
27,"No","No_Viaja","Investigacion & Desarrollo",3,3,"Medicina",3,"Hombre",2,1,"Investigador Cientifico",3,"Divorciado",2566,1,"Si",15,3,4,1,1,2,2,1,1,0,1,74149.3985163428
50,"No","Viaja_Raramente","Investigacion & Desarrollo",11,3,"Ciencias de la Salud",3,"Mujer",3,5,"Manager",2,"Soltero",19926,3,"No",15,3,2,0,21,5,3,5,4,4,4,21729.9729855791
41,"No","Viaja_Raramente","Investigacion & Desarrollo",14,3,"Ciencias de la Salud",1,"Hombre",3,1,"Investigador Cientifico",3,"Divorciado",2451,4,"No",12,3,1,1,13,2,3,9,8,1,8,1194.67697678592
30,"No","Viaja_Raramente","Ventas",5,3,"Ciencias de la Salud",2,"Mujer",3,3,"Ejecutivo de Ventas",4,"Casado",9419,2,"No",12,3,3,1,12,2,3,10,9,7,4,13897.04308744
38,"No","Viaja_Raramente","Ventas",1,4,"Ciencias de la Salud",1,"Mujer",2,2,"Ejecutivo de Ventas",4,"Soltero",8686,4,"No",22,4,3,0,12,2,4,8,3,0,7,97902.6951107199
32,"No","Viaja_Raramente","Investigacion & Desarrollo",6,5,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",3038,3,"No",20,4,1,0,8,2,3,5,4,1,4,11022.9113576458
27,"No","Viaja_Raramente","Investigacion & Desarrollo",17,3,"Tecnico",3,"Hombre",3,1,"Investigador Cientifico",2,"Casado",3058,0,"Si",16,3,4,1,6,3,2,5,2,1,1,36524.2447977313
19,"Si","Viaja_frecuentemente","Ventas",1,1,"Tecnico",3,"Mujer",1,1,"Representante de Ventas",1,"Soltero",2325,0,"No",21,4,1,0,1,2,4,0,0,0,0,93927.6873274181
36,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,2,"Medicina",4,"Hombre",3,1,"Tecnico de Laboratorio",2,"Soltero",2088,4,"No",12,3,3,0,13,3,2,8,7,7,2,64752.4584752095
30,"No","No_Viaja","Investigacion & Desarrollo",9,3,"Medicina",3,"Hombre",3,2,"Tecnico de Laboratorio",1,"Divorciado",3072,1,"No",11,3,3,2,12,4,3,12,9,6,10,-2105.37188082366
45,"No","Viaja_Raramente","Ventas",4,2,"Ciencias de la Salud",3,"Mujer",3,2,"Ejecutivo de Ventas",1,"Divorciado",5006,4,"Si",11,3,1,1,9,3,4,5,4,0,3,19626.0600524664
56,"No","Viaja_Raramente","Investigacion & Desarrollo",8,3,"Ciencias de la Salud",3,"Mujer",3,1,"Investigador Cientifico",1,"Divorciado",4257,4,"Si",18,3,3,1,19,3,3,2,2,2,2,88605.7857840017
33,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",3,"Hombre",3,1,"Investigador Cientifico",4,"Soltero",2500,0,"No",14,3,1,0,4,2,4,3,1,0,2,9333.57342830892
19,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",2,"Hombre",2,1,"Tecnico de Laboratorio",4,"Soltero",1102,1,"No",22,4,3,0,1,3,2,1,0,1,0,18071.1296606499
46,"No","Viaja_Raramente","Ventas",1,2,"Marketing",2,"Mujer",3,3,"Ejecutivo de Ventas",1,"Divorciado",10453,1,"No",25,4,3,3,24,2,3,24,13,15,7,38886.43667607
38,"No","Viaja_Raramente","Investigacion & Desarrollo",9,2,"Ciencias de la Salud",3,"Mujer",3,1,"Tecnico de Laboratorio",4,"Soltero",2288,1,"No",12,3,3,0,2,3,3,2,2,2,1,46263.2562997702
31,"No","Viaja_Raramente","Investigacion & Desarrollo",12,1,"Medicina",3,"Mujer",3,1,"Investigador Cientifico",4,"Casado",3929,8,"Si",23,4,3,1,7,0,3,4,2,0,2,58777.8777540558
34,"No","Viaja_Raramente","Investigacion & Desarrollo",27,2,"Medicina",4,"Mujer",3,1,"Investigador Cientifico",2,"Soltero",2311,2,"No",15,3,4,0,9,3,3,3,2,1,2,103457.779669274
41,"Si","Viaja_Raramente","Ventas",20,2,"Marketing",2,"Mujer",3,1,"Representante de Ventas",2,"Soltero",3140,1,"Si",22,4,4,0,4,3,2,4,3,0,2,45777.9109368621
50,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Medicina",3,"Hombre",2,1,"Tecnico de Laboratorio",3,"Casado",3690,2,"No",15,3,4,1,5,2,2,3,2,0,2,24865.2457153611
53,"No","Viaja_Raramente","Investigacion & Desarrollo",13,2,"Medicina",4,"Mujer",4,2,"Manufacturing Director",1,"Divorciado",4450,1,"No",11,3,3,2,5,3,3,4,2,1,3,3877.72412153112
33,"No","Viaja_Raramente","Investigacion & Desarrollo",14,3,"Medicina",4,"Mujer",3,1,"Investigador Cientifico",2,"Casado",2756,1,"No",13,3,4,1,8,5,3,8,7,1,6,83490.5319426667
40,"No","Viaja_Raramente","Investigacion & Desarrollo",4,1,"Medicina",4,"Mujer",3,5,"Manager",3,"Casado",19033,1,"No",14,3,2,1,21,2,3,20,8,9,9,14108.0426845102
55,"No","Viaja_Raramente","Investigacion & Desarrollo",14,4,"Medicina",3,"Hombre",4,5,"Director de Investigacion",2,"Soltero",18722,8,"No",11,3,4,0,36,3,3,24,15,2,15,63004.2566382113
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,1,"Ciencias de la Salud",4,"Hombre",2,2,"Manufacturing Director",3,"Casado",9547,1,"No",17,3,3,0,10,2,2,10,9,1,9,38361.9120699166
51,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Medicina",4,"Mujer",3,4,"Representante de Salud",2,"Soltero",13734,3,"No",18,3,3,0,21,6,3,7,7,1,0,38162.9096807256
52,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Ciencias de la Salud",3,"Hombre",2,5,"Manager",3,"Casado",19999,0,"No",14,3,1,1,34,5,3,33,18,11,9,48762.5477378274
27,"No","Viaja_Raramente","Investigacion & Desarrollo",9,3,"Medicina",4,"Mujer",3,1,"Investigador Cientifico",2,"Soltero",2279,1,"No",16,3,4,0,7,2,2,7,7,0,3,52216.3417585211
35,"Si","Viaja_Raramente","Investigacion & Desarrollo",23,2,"Ciencias de la Salud",2,"Hombre",2,2,"Manufacturing Director",3,"Casado",5916,3,"Si",13,3,1,0,8,1,3,1,0,0,1,71765.4105329153
43,"No","No_Viaja","Investigacion & Desarrollo",7,3,"Medicina",4,"Hombre",4,1,"Investigador Cientifico",4,"Divorciado",2089,4,"No",14,3,4,3,7,3,4,5,4,2,2,29809.5423476708
45,"No","No_Viaja","Investigacion & Desarrollo",2,2,"Medicina",1,"Hombre",2,4,"Manager",4,"Casado",16792,9,"No",23,4,4,1,22,1,3,20,8,11,8,1729.24049025073
37,"No","Viaja_Raramente","Investigacion & Desarrollo",21,3,"Ciencias de la Salud",2,"Hombre",4,1,"Investigador Cientifico",1,"Casado",3564,1,"Si",12,3,1,1,8,3,2,8,7,1,7,50843.7262235345
35,"No","Viaja_frecuentemente","Investigacion & Desarrollo",2,3,"Medicina",2,"Mujer",3,2,"Tecnico de Laboratorio",2,"Soltero",4425,5,"No",11,3,4,0,10,5,3,6,2,1,2,948.857824938452
42,"No","No_Viaja","Investigacion & Desarrollo",21,2,"Medicina",3,"Mujer",3,2,"Manufacturing Director",3,"Divorciado",5265,2,"No",16,3,2,1,11,5,3,5,3,0,2,42692.9990015194
38,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",4,"Hombre",3,2,"Manufacturing Director",3,"Casado",6553,9,"No",14,3,2,0,14,3,3,1,0,0,0,-8969.3376666549
38,"No","Viaja_Raramente","Investigacion & Desarrollo",29,3,"Tecnico",4,"Hombre",3,2,"Manufacturing Director",4,"Casado",6261,3,"No",18,3,1,1,9,3,1,7,7,1,7,23724.1932759587
27,"No","Viaja_frecuentemente","Investigacion & Desarrollo",1,1,"Tecnico",3,"Hombre",2,2,"Manufacturing Director",1,"Casado",4298,5,"No",19,3,3,1,6,1,3,2,2,2,0,59142.9372978922
49,"No","No_Viaja","Investigacion & Desarrollo",18,4,"Ciencias de la Salud",4,"Hombre",3,2,"Manufacturing Director",4,"Divorciado",6804,1,"Si",15,3,1,2,7,0,3,7,7,1,7,6858.26116309347
34,"No","Viaja_frecuentemente","Investigacion & Desarrollo",10,4,"Medicina",4,"Hombre",3,1,"Investigador Cientifico",3,"Divorciado",3815,1,"Si",17,3,4,1,5,4,4,5,3,2,0,18710.6070645333
40,"No","Viaja_Raramente","Investigacion & Desarrollo",19,2,"Medicina",3,"Hombre",3,2,"Tecnico de Laboratorio",4,"Casado",2741,8,"Si",15,3,3,1,15,2,4,7,2,3,7,40384.5350370617
38,"Si","Viaja_Raramente","Investigacion & Desarrollo",29,1,"Medicina",2,"Hombre",3,2,"Representante de Salud",1,"Casado",6673,7,"Si",19,3,2,0,17,2,3,1,0,0,0,49529.2968141207
29,"Si","Viaja_Raramente","Ventas",27,3,"Marketing",2,"Mujer",3,3,"Ejecutivo de Ventas",4,"Casado",7639,1,"No",22,4,4,3,10,3,2,10,4,1,9,49647.4375939411
22,"No","Viaja_Raramente","Investigacion & Desarrollo",5,3,"Ciencias de la Salud",4,"Hombre",4,1,"Investigador Cientifico",2,"Divorciado",2328,1,"Si",16,3,1,1,4,2,2,4,2,2,2,94918.2180762269
36,"No","Viaja_frecuentemente","Investigacion & Desarrollo",18,1,"Medicina",2,"Mujer",3,1,"Tecnico de Laboratorio",4,"Soltero",2153,1,"No",13,3,1,0,8,2,3,8,1,1,7,3981.26395299024
40,"No","No_Viaja","Investigacion & Desarrollo",9,5,"Ciencias de la Salud",4,"Hombre",2,2,"Representante de Salud",4,"Casado",4876,9,"No",14,3,4,1,5,5,1,3,2,0,2,80633.34451537
46,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Medicina",4,"Hombre",3,3,"Representante de Salud",1,"Divorciado",9396,7,"No",16,3,3,1,17,3,3,4,2,0,3,63819.9043654533
32,"Si","Viaja_Raramente","Ventas",4,4,"Medicina",4,"Hombre",1,3,"Ejecutivo de Ventas",4,"Casado",10400,1,"No",11,3,3,0,14,2,2,14,8,9,8,13057.2140263385
30,"No","No_Viaja","Investigacion & Desarrollo",1,1,"Ciencias de la Salud",3,"Hombre",2,3,"Manufacturing Director",3,"Soltero",8474,1,"No",22,4,3,0,12,2,3,11,8,5,8,52634.9819082663
27,"No","Viaja_frecuentemente","Ventas",20,3,"Ciencias de la Salud",4,"Mujer",3,2,"Ejecutivo de Ventas",3,"Soltero",9981,1,"No",14,3,4,0,7,2,3,7,7,0,7,54320.3293018993
51,"No","Viaja_Raramente","Investigacion & Desarrollo",8,4,"Ciencias de la Salud",2,"Hombre",2,3,"Director de Investigacion",2,"Casado",12490,5,"No",16,3,4,2,16,5,1,10,9,4,7,62362.3725317668
30,"Si","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Tecnico",4,"Mujer",3,1,"Investigador Cientifico",1,"Soltero",2657,5,"Si",11,3,3,0,8,5,3,5,2,0,4,103880.450275959
41,"No","Viaja_Raramente","Ventas",6,3,"Ciencias de la Salud",4,"Mujer",3,3,"Manager",4,"Soltero",13591,3,"Si",18,3,3,0,16,3,3,1,0,0,0,11677.4664634509
30,"Si","Viaja_frecuentemente","Ventas",26,4,"Marketing",3,"Mujer",2,2,"Ejecutivo de Ventas",1,"Soltero",6696,5,"No",15,3,3,0,9,5,2,6,3,0,1,36564.724160304
29,"Si","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Tecnico",3,"Hombre",3,1,"Investigador Cientifico",3,"Soltero",2058,0,"No",14,3,4,0,7,1,2,6,2,1,5,5579.60043673692
45,"No","No_Viaja","Ventas",6,3,"Medicina",4,"Mujer",2,3,"Ejecutivo de Ventas",4,"Soltero",8865,6,"No",12,3,4,0,23,2,3,19,7,12,8,37060.4288160844
54,"No","Viaja_Raramente","Ventas",3,3,"Marketing",4,"Mujer",3,2,"Ejecutivo de Ventas",1,"Casado",5940,2,"No",14,3,4,1,16,4,3,6,2,0,5,81602.9892986547
36,"No","Viaja_Raramente","Investigacion & Desarrollo",5,2,"Ciencias de la Salud",4,"Hombre",3,2,"Tecnico de Laboratorio",2,"Soltero",5914,8,"No",16,3,4,0,16,3,4,13,11,3,7,18524.188723379
33,"No","Viaja_Raramente","Investigacion & Desarrollo",4,4,"Medicina",3,"Mujer",2,1,"Investigador Cientifico",2,"Casado",2622,6,"No",21,4,4,0,7,3,3,3,2,1,1,48161.789950557
37,"No","Viaja_frecuentemente","Investigacion & Desarrollo",11,3,"Otro",2,"Hombre",3,3,"Director de Investigacion",4,"Divorciado",12185,1,"Si",14,3,3,3,10,1,3,10,8,0,7,77907.4843869101
38,"No","Viaja_Raramente","Ventas",3,3,"Ciencias de la Salud",1,"Hombre",3,3,"Ejecutivo de Ventas",3,"Divorciado",10609,0,"No",12,3,3,2,17,6,2,16,10,5,13,99582.2318428105
31,"No","No_Viaja","Investigacion & Desarrollo",1,4,"Medicina",3,"Hombre",1,2,"Manufacturing Director",3,"Casado",4345,0,"No",12,3,4,1,6,2,3,5,4,1,4,10729.9665586765
59,"No","Viaja_Raramente","Investigacion & Desarrollo",3,3,"Ciencias de la Salud",3,"Hombre",2,1,"Investigador Cientifico",4,"Casado",2177,3,"No",17,3,1,1,7,6,3,1,0,0,0,25781.6621305949
37,"No","Viaja_frecuentemente","Ventas",4,4,"Marketing",1,"Hombre",3,1,"Representante de Ventas",4,"Divorciado",2793,4,"No",17,3,3,1,13,2,3,9,8,5,8,73815.3667098388
29,"No","Viaja_frecuentemente","Ventas",1,1,"Medicina",2,"Mujer",3,3,"Ejecutivo de Ventas",4,"Casado",7918,1,"No",14,3,4,1,11,5,3,11,10,4,1,23719.920261506
35,"No","Viaja_frecuentemente","Ventas",1,3,"Marketing",3,"Mujer",3,3,"Ejecutivo de Ventas",3,"Soltero",8789,1,"No",14,3,1,0,10,3,4,10,7,0,8,2219.8347348795
29,"Si","Viaja_Raramente","Investigacion & Desarrollo",18,1,"Medicina",3,"Hombre",2,1,"Investigador Cientifico",4,"Soltero",2389,1,"Si",13,3,3,0,4,3,2,4,3,0,1,51045.1724901548
52,"No","Viaja_Raramente","Investigacion & Desarrollo",2,3,"Ciencias de la Salud",3,"Mujer",2,1,"Tecnico de Laboratorio",4,"Soltero",3212,7,"No",15,3,2,0,6,3,2,2,2,2,2,34451.5690267353
42,"No","Viaja_Raramente","Investigacion & Desarrollo",4,2,"Tecnico",3,"Hombre",3,5,"Manager",4,"Casado",19232,1,"No",11,3,4,0,22,3,3,22,17,11,15,45231.030137151
59,"No","Viaja_Raramente","Recursos Humanos",6,2,"Medicina",2,"Hombre",3,1,"Recursos Humanos",3,"Casado",2267,8,"No",17,3,4,0,7,2,2,2,2,2,2,36262.3053694626
50,"No","Viaja_Raramente","Ventas",1,4,"Medicina",4,"Mujer",3,5,"Manager",4,"Divorciado",19517,3,"No",11,3,3,1,32,3,2,7,0,0,6,43049.4241284473
33,"Si","Viaja_Raramente","Investigacion & Desarrollo",14,3,"Medicina",3,"Hombre",3,1,"Tecnico de Laboratorio",4,"Casado",2436,5,"Si",13,3,3,1,8,2,1,5,4,0,4,10106.2255461738
43,"No","Viaja_Raramente","Ventas",16,3,"Marketing",4,"Mujer",3,4,"Manager",4,"Casado",16064,5,"Si",22,4,3,1,22,3,3,17,13,1,9,41239.8330139102
33,"Si","Viaja_Raramente","Investigacion & Desarrollo",2,2,"Ciencias de la Salud",1,"Mujer",3,1,"Tecnico de Laboratorio",1,"Casado",2707,7,"No",20,4,1,0,13,3,4,9,7,1,7,64735.6369482928
52,"No","No_Viaja","Ventas",2,4,"Ciencias de la Salud",1,"Hombre",2,5,"Manager",3,"Soltero",19068,1,"Si",18,3,4,0,33,2,4,33,7,15,12,55872.9557952159
32,"No","Viaja_Raramente","Ventas",4,2,"Ciencias de la Salud",3,"Mujer",3,1,"Representante de Ventas",2,"Casado",3931,2,"No",11,3,1,1,6,5,3,4,3,1,2,83992.0373803164
32,"Si","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Ciencias de la Salud",4,"Hombre",2,1,"Tecnico de Laboratorio",3,"Soltero",3730,0,"Si",14,3,4,0,4,2,1,3,2,1,2,43082.9047062459
39,"No","Viaja_Raramente","Investigacion & Desarrollo",1,4,"Medicina",3,"Mujer",3,1,"Tecnico de Laboratorio",3,"Divorciado",2232,7,"No",14,3,3,3,7,1,3,3,2,1,2,59709.7186927788
32,"No","No_Viaja","Ventas",26,4,"Marketing",3,"Hombre",3,2,"Ejecutivo de Ventas",4,"Casado",4465,0,"No",18,3,1,0,4,2,3,3,2,2,2,72435.5092341546
41,"No","Viaja_Raramente","Investigacion & Desarrollo",19,2,"Ciencias de la Salud",3,"Hombre",3,2,"Investigador Cientifico",1,"Divorciado",3072,2,"No",16,3,1,2,17,2,2,1,0,0,0,49543.5201989314
40,"No","Viaja_Raramente","Investigacion & Desarrollo",24,2,"Tecnico",1,"Hombre",3,2,"Investigador Cientifico",4,"Divorciado",3319,1,"No",17,3,1,2,9,3,3,9,8,4,7,7486.65745181322
45,"No","Viaja_Raramente","Investigacion & Desarrollo",1,3,"Otro",3,"Hombre",4,5,"Manager",4,"Casado",19202,0,"No",11,3,3,1,25,2,3,24,0,1,7,-19421.5905305228
31,"No","Viaja_frecuentemente","Investigacion & Desarrollo",3,4,"Medicina",2,"Hombre",3,3,"Director de Investigacion",3,"Divorciado",13675,9,"No",12,3,1,1,9,3,3,2,2,2,2,42093.5011410308
33,"No","Viaja_Raramente","Investigacion & Desarrollo",5,4,"Ciencias de la Salud",3,"Mujer",2,1,"Investigador Cientifico",4,"Casado",2911,1,"No",13,3,3,1,2,2,2,2,2,0,2,28097.3605314046
34,"No","Viaja_Raramente","Investigacion & Desarrollo",2,4,"Ciencias de la Salud",4,"Hombre",2,2,"Manufacturing Director",1,"Casado",5957,6,"No",13,3,2,1,13,3,3,11,9,5,9,63392.5051030405
37,"No","Viaja_Raramente","Investigacion & Desarrollo",1,2,"Medicina",3,"Mujer",2,1,"Investigador Cientifico",1,"Casado",3920,2,"No",14,3,1,1,17,2,2,3,1,0,2,51084.2602447943
45,"No","Viaja_frecuentemente","Investigacion & Desarrollo",7,4,"Ciencias de la Salud",1,"Hombre",4,2,"Manufacturing Director",3,"Casado",6434,4,"No",17,3,4,1,9,1,3,3,2,0,2,35983.7767489154
